ogi,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
279,0.31333,0.28266,0.42785,0.24417,0.00197,0.00069,0.00636,0.79061,0.00645,0.17317,0.00554,0.00823,0.00395,0.00304,3,3
281,0.57974,0.38928,0.37716,0.91239,0.33010,0.24395,0.03488,0.01255,0.01523,0.01211,0.08343,0.00548,0.21748,0.04479,0,0
285,0.89339,0.68151,0.02925,0.43638,0.00184,0.00326,0.00008,0.00300,0.00016,0.00005,0.00122,0.00278,0.00211,0.98551,9,9
293,0.78467,0.53673,0.03991,0.42995,0.00453,0.03250,0.00023,0.00297,0.00030,0.00032,0.00395,0.00697,0.00558,0.94263,9,9
294,0.26780,0.26528,0.41765,0.25789,0.00146,0.00003,0.00120,0.98399,0.00118,0.00568,0.00215,0.00092,0.00078,0.00262,3,3
297,0.66863,0.29881,0.44378,0.95393,0.97600,0.00248,0.00496,0.00243,0.00151,0.00015,0.00034,0.00155,0.00803,0.00256,0,0
300,0.19685,0.33278,0.64270,0.19278,0.00035,0.00269,0.00355,0.00320,0.00255,0.00093,0.98403,0.00023,0.00057,0.00190,6,6
305,0.53919,0.69481,0.07538,0.38244,0.00304,0.96801,0.00043,0.00008,0.00012,0.00709,0.00320,0.00125,0.01113,0.00566,1,1
307,0.26967,0.09609,0.98574,0.60083,0.00288,0.00018,0.98817,0.00154,0.00131,0.00145,0.00238,0.00123,0.00079,0.00007,2,2
311,0.11098,0.40440,0.64876,0.18952,0.00032,0.00239,0.00395,0.00292,0.00229,0.00084,0.98495,0.00020,0.00050,0.00163,6,6
314,0.82643,0.41297,0.73797,0.36490,0.00186,0.00008,0.00268,0.00904,0.96821,0.00475,0.00363,0.00503,0.00420,0.00052,4,4
316,0.63101,0.61638,0.47517,0.34153,0.00140,0.00127,0.00166,0.00106,0.00339,0.00321,0.00010,0.98558,0.00002,0.00231,7,7
321,0.51534,0.92513,0.39347,0.04548,0.00006,0.00325,0.00174,0.00580,0.00126,0.98321,0.00049,0.00270,0.00146,0.00004,5,5
322,0.60192,0.11288,0.95051,0.58830,0.00232,0.00014,0.99060,0.00115,0.00102,0.00116,0.00190,0.00105,0.00060,0.00005,2,2
323,0.31099,0.31921,0.43166,0.23067,0.00147,0.00011,0.00256,0.95559,0.00225,0.02877,0.00324,0.00207,0.00159,0.00235,3,3
324,0.80318,0.38884,0.73479,0.36597,0.00616,0.00868,0.01882,0.04128,0.03960,0.16971,0.00289,0.70467,0.00123,0.00696,7,4
326,0.67915,0.66601,0.46596,0.34196,0.00141,0.00114,0.00130,0.00099,0.00360,0.00257,0.00010,0.98635,0.00001,0.00252,7,7
327,0.73865,0.77981,0.38345,0.00534,0.00004,0.00242,0.00127,0.00481,0.00089,0.98714,0.00034,0.00200,0.00106,0.00003,5,5
328,0.82482,0.34941,0.73784,0.36772,0.00080,0.00004,0.00130,0.00134,0.98843,0.00165,0.00154,0.00249,0.00226,0.00016,4,4
329,0.04364,0.59510,0.64954,0.18085,0.00034,0.00240,0.00333,0.00336,0.00261,0.00085,0.98436,0.00022,0.00056,0.00197,6,6
332,0.15491,0.19151,0.43166,0.23917,0.01559,0.00061,0.64444,0.25518,0.01165,0.02515,0.03197,0.00770,0.00566,0.00206,2,3
336,0.35777,0.30340,0.42162,0.26989,0.00145,0.00003,0.00114,0.98434,0.00118,0.00505,0.00229,0.00090,0.00075,0.00286,3,3
338,0.63042,0.15050,0.44266,0.96672,0.21403,0.07374,0.18370,0.03798,0.02500,0.01265,0.38127,0.01993,0.02355,0.02814,6,0
340,0.50366,0.24476,0.95845,0.58466,0.02879,0.00062,0.19042,0.59447,0.07879,0.03535,0.03608,0.01686,0.01263,0.00598,3,2
348,0.23980,0.63872,0.23180,0.59575,0.00279,0.00228,0.00095,0.00092,0.00293,0.00211,0.00039,0.00002,0.98538,0.00223,8,8
355,0.68259,0.36003,0.70323,0.31717,0.01241,0.00483,0.07589,0.07115,0.26333,0.02120,0.51214,0.01250,0.01556,0.01099,6,7
374,0.48954,0.00396,0.96427,0.59232,0.00280,0.00019,0.98829,0.00145,0.00128,0.00144,0.00242,0.00130,0.00075,0.00007,2,2
378,0.38248,0.58385,0.28418,0.66073,0.09664,0.01396,0.03698,0.01545,0.05818,0.01161,0.01040,0.00179,0.73939,0.01560,8,0
384,0.74296,0.90314,0.39366,0.02738,0.00005,0.00345,0.00236,0.00405,0.00104,0.98474,0.00047,0.00254,0.00127,0.00003,5,2
385,0.35313,0.61618,0.22717,0.61672,0.01298,0.00280,0.00135,0.00105,0.00283,0.00121,0.00032,0.00003,0.97479,0.00265,8,8
388,0.32476,0.11731,0.97324,0.59796,0.00262,0.00019,0.98848,0.00149,0.00128,0.00169,0.00213,0.00123,0.00082,0.00006,2,2
390,0.47897,0.82913,0.08313,0.38385,0.00127,0.98691,0.00016,0.00003,0.00003,0.00356,0.00204,0.00111,0.00203,0.00287,1,1
399,0.24626,0.18623,0.41008,0.25436,0.00156,0.00004,0.00101,0.98249,0.00112,0.00433,0.00249,0.00100,0.00094,0.00504,3,3
418,0.41880,0.32540,0.73722,0.41812,0.01166,0.00457,0.62276,0.10752,0.02237,0.16534,0.02792,0.02309,0.01284,0.00194,2,3
425,0.93738,0.72925,0.03108,0.43709,0.00183,0.00308,0.00007,0.00305,0.00016,0.00005,0.00117,0.00268,0.00215,0.98577,9,9
426,0.29527,0.48085,0.65657,0.25475,0.01169,0.00192,0.15464,0.62132,0.01556,0.04720,0.11769,0.01214,0.00722,0.01061,3,3
428,0.72839,0.21993,0.42577,0.96031,0.98951,0.00125,0.00259,0.00124,0.00059,0.00005,0.00015,0.00117,0.00218,0.00127,0,0
429,0.09651,0.57097,0.64920,0.18208,0.00045,0.00179,0.00416,0.01013,0.00274,0.00130,0.97564,0.00028,0.00066,0.00284,6,6
430,0.46003,0.19355,0.94145,0.58246,0.00633,0.00036,0.97028,0.00451,0.00475,0.00326,0.00554,0.00292,0.00185,0.00020,2,2
432,0.30069,0.39933,0.40810,0.19720,0.00174,0.00162,0.00868,0.61982,0.01367,0.31623,0.02014,0.00478,0.01058,0.00275,3,3
433,0.60537,0.44328,0.55367,0.39402,0.01440,0.00304,0.03081,0.03081,0.69520,0.06082,0.00930,0.13988,0.01076,0.00499,4,7
439,0.46529,0.56881,0.03541,0.39651,0.00561,0.87634,0.00048,0.00042,0.00019,0.00385,0.00729,0.00665,0.00869,0.09047,1,1
442,0.91762,0.48436,0.04069,0.43740,0.00200,0.00340,0.00009,0.00330,0.00018,0.00006,0.00130,0.00294,0.00234,0.98440,9,9
443,0.77714,0.68177,0.02067,0.43789,0.00204,0.00322,0.00008,0.00336,0.00019,0.00006,0.00120,0.00220,0.00343,0.98420,9,9
444,0.53683,0.95472,0.39639,0.04733,0.00004,0.00293,0.00156,0.00455,0.00100,0.98601,0.00039,0.00222,0.00127,0.00003,5,5
446,0.68372,0.95697,0.39230,0.02317,0.00026,0.00517,0.00600,0.00918,0.01038,0.95442,0.00136,0.00588,0.00721,0.00014,5,5
448,0.55439,0.10503,0.95200,0.58998,0.00319,0.00022,0.98690,0.00162,0.00145,0.00162,0.00256,0.00148,0.00087,0.00008,2,2
453,0.28019,0.31916,0.42138,0.24261,0.00264,0.00007,0.00263,0.96076,0.00825,0.01225,0.00525,0.00232,0.00210,0.00374,3,3
454,0.97846,0.64863,0.03416,0.43648,0.00205,0.00345,0.00009,0.00339,0.00018,0.00006,0.00134,0.00302,0.00238,0.98405,9,9
465,0.93930,0.38128,0.74432,0.36626,0.00115,0.00005,0.00174,0.00354,0.98229,0.00256,0.00240,0.00315,0.00285,0.00026,4,4
466,0.80553,0.27617,0.73788,0.36671,0.00108,0.00006,0.00173,0.00179,0.98475,0.00214,0.00207,0.00345,0.00269,0.00023,4,4
468,0.56413,0.50526,0.48154,0.29811,0.00004,0.00302,0.00175,0.00383,0.00096,0.98636,0.00037,0.00262,0.00103,0.00003,5,7
469,0.27431,0.71471,0.23328,0.59663,0.00264,0.00195,0.00076,0.00073,0.00238,0.00155,0.00030,0.00002,0.98761,0.00207,8,8
470,0.43281,0.49095,0.51414,0.14197,0.00423,0.00114,0.01418,0.52051,0.16323,0.23639,0.02537,0.01520,0.01609,0.00366,3,3
472,0.19786,0.79152,0.23561,0.59910,0.00297,0.00204,0.00085,0.00081,0.00264,0.00159,0.00033,0.00002,0.98643,0.00233,8,8
479,0.94777,0.30397,0.74167,0.36704,0.00087,0.00005,0.00142,0.00148,0.98743,0.00176,0.00175,0.00263,0.00244,0.00018,4,4
483,0.54123,0.88331,0.39035,0.03725,0.00052,0.00412,0.00595,0.07079,0.00490,0.89777,0.00291,0.00789,0.00468,0.00047,5,5
488,0.45852,0.46779,0.60044,0.20573,0.00289,0.00177,0.01445,0.17067,0.29743,0.45660,0.01285,0.02178,0.01997,0.00158,5,5
490,0.33436,0.87259,0.09252,0.38523,0.00141,0.98553,0.00018,0.00003,0.00004,0.00383,0.00225,0.00123,0.00226,0.00324,1,1
492,0.17634,0.81355,0.23577,0.59587,0.00260,0.00188,0.00077,0.00071,0.00232,0.00145,0.00029,0.00001,0.98787,0.00209,8,8
495,0.32534,0.58203,0.22673,0.60254,0.00277,0.00196,0.00077,0.00074,0.00241,0.00150,0.00030,0.00002,0.98736,0.00216,8,8
497,0.26767,0.10328,0.98361,0.59910,0.00262,0.00473,0.55853,0.02346,0.00855,0.37366,0.00730,0.01348,0.00741,0.00025,2,2
501,0.06516,0.65639,0.65386,0.17762,0.00038,0.00230,0.00373,0.00444,0.00256,0.00094,0.98261,0.00024,0.00059,0.00221,6,6
505,0.75308,0.29867,0.73178,0.36816,0.00100,0.00006,0.00161,0.00167,0.98573,0.00202,0.00194,0.00308,0.00268,0.00021,4,4
507,0.82386,0.75954,0.02541,0.43717,0.00184,0.00281,0.00006,0.00293,0.00014,0.00004,0.00105,0.00258,0.00185,0.98670,9,9
518,0.49018,0.52548,0.40272,0.05992,0.00004,0.00270,0.00132,0.00414,0.00101,0.98701,0.00034,0.00238,0.00103,0.00003,5,5
522,0.68615,0.21660,0.44142,0.96289,0.96502,0.00260,0.00451,0.00237,0.00178,0.00016,0.00030,0.00089,0.01955,0.00282,0,0
525,0.55463,0.86089,0.39232,0.03596,0.00051,0.00737,0.00743,0.06203,0.00630,0.89419,0.00919,0.00716,0.00522,0.00060,5,5
536,0.17222,0.35270,0.64375,0.19315,0.00033,0.00255,0.00346,0.00313,0.00247,0.00088,0.98458,0.00021,0.00054,0.00183,6,6
537,0.39990,0.25562,0.94644,0.53170,0.00877,0.00500,0.11165,0.13060,0.02629,0.01903,0.67492,0.00557,0.00765,0.01053,6,2
540,0.32445,0.83539,0.09176,0.38452,0.00179,0.98106,0.00024,0.00005,0.00005,0.00423,0.00287,0.00170,0.00285,0.00517,1,1
541,0.62744,0.53029,0.46224,0.33160,0.00254,0.01014,0.00843,0.01262,0.02269,0.16858,0.00116,0.76976,0.00058,0.00352,7,7
543,0.74604,0.61027,0.46496,0.34750,0.00133,0.00118,0.00124,0.00092,0.00274,0.00243,0.00008,0.98754,0.00001,0.00252,7,7
553,0.67466,0.80275,0.38583,0.02085,0.00011,0.00283,0.00236,0.01992,0.00171,0.96672,0.00101,0.00335,0.00190,0.00010,5,5
560,0.71438,0.16177,0.44197,0.96989,0.98864,0.00121,0.00290,0.00138,0.00067,0.00005,0.00016,0.00113,0.00256,0.00129,0,0
578,0.62403,0.67926,0.46863,0.33615,0.00124,0.00115,0.00129,0.00094,0.00309,0.00281,0.00009,0.98716,0.00001,0.00222,7,7
583,0.86744,0.21971,0.73849,0.36918,0.00208,0.00009,0.00271,0.00557,0.97329,0.00335,0.00348,0.00471,0.00422,0.00050,4,4
594,0.54853,0.81492,0.07872,0.37996,0.00131,0.98643,0.00017,0.00003,0.00003,0.00375,0.00210,0.00115,0.00210,0.00292,1,1
609,0.93098,0.75627,0.03022,0.43618,0.00193,0.00326,0.00008,0.00325,0.00017,0.00005,0.00126,0.00290,0.00222,0.98487,9,9
610,0.05384,0.48258,0.64685,0.18507,0.00053,0.00159,0.00426,0.01898,0.00333,0.00184,0.96493,0.00035,0.00077,0.00342,6,6
621,0.65247,0.49975,0.47681,0.34842,0.00335,0.00227,0.00435,0.00291,0.00561,0.00563,0.00030,0.97077,0.00005,0.00475,7,7
631,0.41914,0.95740,0.47845,0.09309,0.00151,0.00233,0.03593,0.22615,0.00731,0.70339,0.00619,0.00900,0.00747,0.00072,5,5
645,0.55558,0.72177,0.07538,0.38180,0.09319,0.74884,0.00291,0.00191,0.00096,0.00541,0.01025,0.01346,0.02900,0.09406,1,1
659,0.44056,0.78288,0.08641,0.38256,0.00158,0.98396,0.00022,0.00004,0.00004,0.00434,0.00246,0.00141,0.00247,0.00347,1,1
663,0.17173,0.45675,0.64518,0.18503,0.00103,0.00164,0.00670,0.07614,0.00587,0.00492,0.89559,0.00073,0.00147,0.00592,6,6
664,0.24821,0.25719,0.41094,0.25123,0.00138,0.00003,0.00107,0.98512,0.00108,0.00500,0.00202,0.00086,0.00073,0.00270,3,3
670,0.21111,0.37097,0.63999,0.19654,0.00037,0.00283,0.00374,0.00326,0.00259,0.00097,0.98345,0.00024,0.00059,0.00197,6,6
675,0.62017,0.39058,0.43255,0.96068,0.87117,0.00633,0.00968,0.00497,0.00473,0.00063,0.00082,0.00118,0.09387,0.00663,0,0
705,0.76104,0.21301,0.73318,0.36759,0.00115,0.00007,0.00188,0.00199,0.98350,0.00233,0.00237,0.00324,0.00322,0.00026,4,4
746,0.22124,0.43776,0.64558,0.19262,0.00403,0.00030,0.00968,0.92504,0.00622,0.02733,0.01527,0.00370,0.00323,0.00520,3,6
749,0.36126,0.52208,0.41351,0.11392,0.00418,0.00068,0.01191,0.44268,0.27531,0.21537,0.01415,0.01639,0.01670,0.00264,3,5
764,0.40123,0.72360,0.08487,0.39932,0.00242,0.98257,0.00025,0.00004,0.00005,0.00374,0.00252,0.00145,0.00294,0.00402,1,1
765,0.58844,0.04872,0.95824,0.59066,0.00307,0.00021,0.98712,0.00159,0.00143,0.00156,0.00269,0.00141,0.00084,0.00008,2,2
769,0.82694,0.22177,0.73810,0.36585,0.00096,0.00005,0.00158,0.00162,0.98608,0.00197,0.00191,0.00304,0.00257,0.00020,4,4
780,0.96336,0.59933,0.03613,0.43585,0.00178,0.00305,0.00007,0.00305,0.00015,0.00005,0.00119,0.00264,0.00205,0.98597,9,9
802,0.65284,0.40673,0.84052,0.45998,0.02432,0.00183,0.49286,0.02410,0.35162,0.02495,0.03323,0.02380,0.02131,0.00198,2,4
807,0.96264,0.26711,0.74597,0.35940,0.00220,0.00023,0.00506,0.00711,0.94903,0.00425,0.02193,0.00446,0.00485,0.00088,4,4
808,0.75446,0.63957,0.47049,0.34741,0.00157,0.00127,0.00166,0.00115,0.00312,0.00284,0.00011,0.98554,0.00002,0.00274,7,7
831,0.38636,0.37303,0.52839,0.33026,0.02271,0.00242,0.08589,0.64258,0.02508,0.02558,0.13826,0.00728,0.02279,0.02741,3,3
833,0.46358,0.29505,0.80564,0.49441,0.01096,0.00312,0.03594,0.08266,0.01858,0.04628,0.00284,0.78616,0.00055,0.01290,7,2
835,0.75653,0.46789,0.65421,0.27956,0.00183,0.00017,0.00334,0.93091,0.00492,0.04617,0.00488,0.00254,0.00281,0.00242,3,4
861,0.02301,0.51910,0.64918,0.18307,0.00028,0.00224,0.00296,0.00268,0.00219,0.00075,0.98669,0.00018,0.00046,0.00157,6,6
871,0.31257,0.91468,0.09781,0.38611,0.00172,0.98316,0.00024,0.00004,0.00005,0.00455,0.00260,0.00146,0.00264,0.00355,1,1
945,0.24838,0.33158,0.41720,0.23571,0.00040,0.00415,0.00624,0.04521,0.00399,0.92603,0.00211,0.00770,0.00386,0.00031,5,3
1013,0.45365,0.85578,0.08477,0.38509,0.00132,0.98652,0.00017,0.00003,0.00003,0.00364,0.00213,0.00112,0.00212,0.00293,1,1
1064,0.85394,0.62189,0.03709,0.43050,0.00343,0.00210,0.00823,0.74172,0.00781,0.19574,0.00864,0.01401,0.00866,0.00967,3,9
1119,0.71031,0.50078,0.46961,0.34643,0.00158,0.00137,0.00152,0.00113,0.00343,0.00303,0.00011,0.98508,0.00002,0.00273,7,7
1132,0.33546,0.09315,0.97676,0.59543,0.00279,0.00019,0.98824,0.00147,0.00130,0.00152,0.00233,0.00131,0.00078,0.00007,2,2
1144,0.42994,0.83161,0.08859,0.38368,0.00126,0.98677,0.00017,0.00003,0.00003,0.00367,0.00209,0.00109,0.00208,0.00281,1,1
1190,0.38935,0.78436,0.08585,0.38390,0.00145,0.98534,0.00019,0.00003,0.00004,0.00392,0.00227,0.00125,0.00230,0.00322,1,1
1208,0.19484,0.14738,0.39713,0.24182,0.01261,0.00201,0.00259,0.54383,0.00361,0.00453,0.01220,0.01118,0.01195,0.39549,3,3
1254,0.47661,0.05602,0.96134,0.59552,0.00338,0.00021,0.98731,0.00153,0.00139,0.00152,0.00234,0.00136,0.00089,0.00008,2,2
1276,0.59259,0.81629,0.40204,0.03756,0.00009,0.00281,0.00230,0.01259,0.00148,0.97518,0.00072,0.00293,0.00183,0.00007,5,5
1282,0.79546,0.58918,0.05111,0.47419,0.00360,0.00514,0.00015,0.00445,0.00031,0.00010,0.00180,0.00379,0.00417,0.97650,9,9
1300,0.95996,0.45950,0.74893,0.36352,0.02018,0.00062,0.04222,0.54988,0.26556,0.04007,0.03681,0.01909,0.01712,0.00846,3,4
1316,0.70282,0.82254,0.38988,0.02109,0.00005,0.00283,0.00164,0.00480,0.00122,0.98532,0.00040,0.00224,0.00149,0.00003,5,5
1323,0.64892,0.07980,0.44406,0.97231,0.98042,0.00209,0.00530,0.00199,0.00114,0.00011,0.00029,0.00160,0.00510,0.00196,0,0
1336,0.94969,0.28982,0.74227,0.36727,0.00097,0.00005,0.00157,0.00164,0.98622,0.00190,0.00198,0.00284,0.00262,0.00020,4,4
1356,0.53390,0.07112,0.95654,0.59156,0.00361,0.00015,0.98377,0.00385,0.00142,0.00200,0.00287,0.00143,0.00081,0.00009,2,2
1401,0.85982,0.25308,0.73886,0.36667,0.00111,0.00007,0.00180,0.00186,0.98418,0.00223,0.00222,0.00335,0.00293,0.00024,4,4
1438,0.60980,0.98988,0.41139,0.04099,0.00038,0.00474,0.01946,0.02759,0.00327,0.93157,0.00307,0.00561,0.00414,0.00017,5,5
1495,0.52245,0.30417,0.49037,0.96579,0.98682,0.00129,0.00412,0.00154,0.00075,0.00006,0.00020,0.00136,0.00254,0.00131,0,2
1582,0.95646,0.70430,0.03117,0.43625,0.00178,0.00304,0.00007,0.00307,0.00015,0.00005,0.00119,0.00261,0.00213,0.98591,9,9
1876,0.38092,0.04847,0.96777,0.59239,0.00352,0.00029,0.98061,0.00347,0.00191,0.00352,0.00335,0.00210,0.00112,0.00011,2,2
1880,0.29132,0.88433,0.09948,0.38603,0.00165,0.98367,0.00022,0.00004,0.00005,0.00436,0.00253,0.00145,0.00249,0.00354,1,1
2107,0.35362,0.23249,0.42041,0.25667,0.00136,0.00003,0.00116,0.98361,0.00122,0.00557,0.00240,0.00095,0.00077,0.00291,3,3
2404,0.80942,0.16278,0.44263,0.97646,0.86499,0.00257,0.01614,0.07579,0.00663,0.00158,0.00315,0.00738,0.01141,0.01035,0,0
2414,0.70219,0.95438,0.39200,0.00935,0.00143,0.01000,0.01697,0.13050,0.04716,0.69095,0.07754,0.01279,0.01071,0.00195,5,5
2970,0.78297,0.90652,0.39156,0.01533,0.00003,0.00249,0.00123,0.00352,0.00093,0.98831,0.00029,0.00224,0.00093,0.00002,5,5
3261,0.71794,0.09600,0.44557,0.97394,0.99021,0.00105,0.00258,0.00120,0.00057,0.00004,0.00013,0.00109,0.00199,0.00114,0,0
3264,0.46553,0.95310,0.37553,0.12665,0.00222,0.03087,0.01354,0.02345,0.01274,0.82436,0.00459,0.00631,0.08019,0.00172,5,5
3319,0.37522,0.15389,0.96021,0.61649,0.04232,0.00153,0.93014,0.00464,0.00335,0.00222,0.00827,0.00400,0.00304,0.00050,2,2
3559,0.90132,0.23909,0.74122,0.36742,0.00393,0.00019,0.02584,0.00494,0.93761,0.00548,0.00760,0.00750,0.00646,0.00045,4,4
9053,0.80160,0.86859,0.39102,0.01219,0.00004,0.00257,0.00183,0.00443,0.00090,0.98659,0.00036,0.00215,0.00111,0.00002,5,5
9234,0.34745,0.04354,0.97334,0.59563,0.00380,0.00026,0.98385,0.00221,0.00176,0.00185,0.00355,0.00161,0.00101,0.00011,2,2
