ogi,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
279,0.31333,0.28266,0.42785,0.24417,0.00148,0.00004,0.00139,0.98179,0.00143,0.00624,0.00282,0.00105,0.00084,0.00292,3,3
281,0.57974,0.38928,0.37716,0.91239,0.97234,0.00744,0.00413,0.00155,0.00096,0.00020,0.00046,0.00183,0.00806,0.00304,0,0
285,0.89339,0.68151,0.02925,0.43638,0.00189,0.00333,0.00008,0.00306,0.00016,0.00005,0.00125,0.00283,0.00219,0.98516,9,9
293,0.78467,0.53673,0.03991,0.42995,0.00270,0.00713,0.00013,0.00328,0.00023,0.00010,0.00197,0.00412,0.00312,0.97722,9,9
294,0.26780,0.26528,0.41765,0.25789,0.00159,0.00003,0.00127,0.98326,0.00125,0.00573,0.00226,0.00097,0.00084,0.00280,3,3
297,0.66863,0.29881,0.44378,0.95393,0.98600,0.00157,0.00345,0.00172,0.00085,0.00007,0.00022,0.00157,0.00286,0.00170,0,0
300,0.19685,0.33278,0.64270,0.19278,0.00040,0.00300,0.00393,0.00350,0.00285,0.00106,0.98226,0.00026,0.00065,0.00209,6,6
305,0.53919,0.69481,0.07538,0.38244,0.00130,0.98675,0.00016,0.00003,0.00003,0.00353,0.00204,0.00114,0.00205,0.00298,1,1
307,0.26967,0.09609,0.98574,0.60083,0.00223,0.00013,0.99107,0.00110,0.00097,0.00110,0.00179,0.00099,0.00057,0.00005,2,2
311,0.11098,0.40440,0.64876,0.18952,0.00034,0.00263,0.00360,0.00310,0.00247,0.00090,0.98435,0.00022,0.00055,0.00183,6,6
314,0.82643,0.41297,0.73797,0.36490,0.00096,0.00005,0.00151,0.00164,0.98622,0.00196,0.00172,0.00344,0.00229,0.00021,4,4
316,0.63101,0.61638,0.47517,0.34153,0.00146,0.00122,0.00146,0.00104,0.00337,0.00276,0.00010,0.98604,0.00002,0.00255,7,7
321,0.51534,0.92513,0.39347,0.04548,0.00006,0.00376,0.00194,0.00551,0.00144,0.98202,0.00053,0.00306,0.00163,0.00005,5,5
322,0.60192,0.11288,0.95051,0.58830,0.00335,0.00024,0.98610,0.00172,0.00153,0.00173,0.00274,0.00158,0.00092,0.00009,2,2
323,0.31099,0.31921,0.43166,0.23067,0.00132,0.00004,0.00144,0.98074,0.00149,0.00742,0.00304,0.00101,0.00087,0.00262,3,3
324,0.80318,0.38884,0.73479,0.36597,0.00113,0.00007,0.00188,0.00188,0.98362,0.00243,0.00201,0.00404,0.00270,0.00024,4,4
326,0.67915,0.66601,0.46596,0.34196,0.00138,0.00119,0.00128,0.00095,0.00292,0.00253,0.00009,0.98713,0.00001,0.00250,7,7
327,0.73865,0.77981,0.38345,0.00534,0.00003,0.00219,0.00108,0.00377,0.00072,0.98932,0.00027,0.00175,0.00086,0.00002,5,5
328,0.82482,0.34941,0.73784,0.36772,0.00102,0.00006,0.00166,0.00170,0.98538,0.00208,0.00198,0.00315,0.00275,0.00022,4,4
329,0.04364,0.59510,0.64954,0.18085,0.00027,0.00220,0.00288,0.00264,0.00210,0.00072,0.98699,0.00017,0.00044,0.00157,6,6
332,0.15491,0.19151,0.43166,0.23917,0.00096,0.00002,0.00095,0.98847,0.00081,0.00414,0.00177,0.00061,0.00048,0.00179,3,3
336,0.35777,0.30340,0.42162,0.26989,0.00222,0.00005,0.00172,0.97829,0.00167,0.00653,0.00310,0.00135,0.00112,0.00395,3,3
338,0.63042,0.15050,0.44266,0.96672,0.98810,0.00134,0.00298,0.00147,0.00069,0.00006,0.00018,0.00137,0.00235,0.00145,0,0
340,0.50366,0.24476,0.95845,0.58466,0.00377,0.00023,0.98307,0.00196,0.00280,0.00200,0.00304,0.00190,0.00113,0.00010,2,2
348,0.23980,0.63872,0.23180,0.59575,0.00257,0.00189,0.00075,0.00071,0.00236,0.00150,0.00029,0.00001,0.98787,0.00205,8,8
355,0.68259,0.36003,0.70323,0.31717,0.00574,0.00154,0.01712,0.01489,0.84813,0.01217,0.07207,0.01606,0.00881,0.00347,4,7
374,0.48954,0.00396,0.96427,0.59232,0.00287,0.00019,0.98825,0.00145,0.00129,0.00146,0.00232,0.00134,0.00076,0.00007,2,2
378,0.38248,0.58385,0.28418,0.66073,0.02587,0.00631,0.00348,0.00268,0.00669,0.00287,0.00100,0.00013,0.94479,0.00618,8,0
384,0.74296,0.90314,0.39366,0.02738,0.00004,0.00293,0.00150,0.00388,0.00095,0.98693,0.00035,0.00227,0.00113,0.00003,5,2
385,0.35313,0.61618,0.22717,0.61672,0.00264,0.00166,0.00064,0.00059,0.00198,0.00119,0.00023,0.00001,0.98935,0.00171,8,8
388,0.32476,0.11731,0.97324,0.59796,0.00245,0.00016,0.98998,0.00123,0.00111,0.00129,0.00194,0.00110,0.00068,0.00006,2,2
390,0.47897,0.82913,0.08313,0.38385,0.00143,0.98568,0.00018,0.00003,0.00004,0.00388,0.00221,0.00123,0.00223,0.00309,1,1
399,0.24626,0.18623,0.41008,0.25436,0.00137,0.00003,0.00104,0.98532,0.00105,0.00463,0.00211,0.00082,0.00074,0.00290,3,3
418,0.41880,0.32540,0.73722,0.41812,0.01806,0.00078,0.57451,0.31258,0.01269,0.03481,0.02606,0.01075,0.00702,0.00274,2,3
425,0.93738,0.72925,0.03108,0.43709,0.00193,0.00327,0.00008,0.00321,0.00017,0.00005,0.00125,0.00286,0.00225,0.98492,9,9
426,0.29527,0.48085,0.65657,0.25475,0.00496,0.00317,0.06321,0.13864,0.01346,0.01199,0.74756,0.00330,0.00402,0.00967,6,3
428,0.72839,0.21993,0.42577,0.96031,0.98764,0.00183,0.00286,0.00128,0.00064,0.00006,0.00019,0.00142,0.00255,0.00153,0,0
429,0.09651,0.57097,0.64920,0.18208,0.00028,0.00226,0.00303,0.00274,0.00209,0.00075,0.98662,0.00018,0.00045,0.00161,6,6
430,0.46003,0.19355,0.94145,0.58246,0.00416,0.00029,0.98208,0.00219,0.00236,0.00216,0.00343,0.00200,0.00121,0.00012,2,2
432,0.30069,0.39933,0.40810,0.19720,0.00120,0.00008,0.00176,0.96453,0.00201,0.02246,0.00286,0.00149,0.00144,0.00218,3,3
433,0.60537,0.44328,0.55367,0.39402,0.03928,0.00602,0.05121,0.07248,0.11426,0.04213,0.00737,0.64309,0.00307,0.02108,7,7
439,0.46529,0.56881,0.03541,0.39651,0.00628,0.84765,0.00050,0.00051,0.00021,0.00371,0.00787,0.00724,0.00975,0.11627,1,1
442,0.91762,0.48436,0.04069,0.43740,0.00221,0.00372,0.00010,0.00358,0.00020,0.00007,0.00144,0.00323,0.00257,0.98287,9,9
443,0.77714,0.68177,0.02067,0.43789,0.00172,0.00298,0.00007,0.00287,0.00015,0.00005,0.00111,0.00247,0.00213,0.98646,9,9
444,0.53683,0.95472,0.39639,0.04733,0.00006,0.00385,0.00200,0.00514,0.00141,0.98228,0.00051,0.00310,0.00160,0.00004,5,5
446,0.68372,0.95697,0.39230,0.02317,0.00004,0.00269,0.00132,0.00372,0.00113,0.98728,0.00032,0.00233,0.00113,0.00002,5,5
448,0.55439,0.10503,0.95200,0.58998,0.00329,0.00023,0.98646,0.00168,0.00149,0.00169,0.00262,0.00154,0.00090,0.00009,2,2
453,0.28019,0.31916,0.42138,0.24261,0.00140,0.00003,0.00129,0.98237,0.00133,0.00672,0.00239,0.00102,0.00082,0.00262,3,3
454,0.97846,0.64863,0.03416,0.43648,0.00200,0.00335,0.00008,0.00333,0.00018,0.00006,0.00130,0.00297,0.00228,0.98445,9,9
465,0.93930,0.38128,0.74432,0.36626,0.00087,0.00005,0.00141,0.00148,0.98742,0.00178,0.00173,0.00270,0.00239,0.00018,4,4
466,0.80553,0.27617,0.73788,0.36671,0.00107,0.00006,0.00174,0.00179,0.98475,0.00213,0.00214,0.00334,0.00274,0.00023,4,4
468,0.56413,0.50526,0.48154,0.29811,0.00198,0.00362,0.00436,0.00253,0.00610,0.01596,0.00029,0.96241,0.00007,0.00268,7,7
469,0.27431,0.71471,0.23328,0.59663,0.00273,0.00200,0.00079,0.00075,0.00245,0.00156,0.00031,0.00002,0.98726,0.00214,8,8
470,0.43281,0.49095,0.51414,0.14197,0.00195,0.00312,0.01426,0.14288,0.11811,0.67051,0.01416,0.01607,0.01766,0.00128,5,3
472,0.19786,0.79152,0.23561,0.59910,0.00289,0.00199,0.00082,0.00079,0.00256,0.00154,0.00032,0.00002,0.98680,0.00228,8,8
479,0.94777,0.30397,0.74167,0.36704,0.00096,0.00005,0.00156,0.00161,0.98627,0.00193,0.00193,0.00288,0.00261,0.00020,4,4
483,0.54123,0.88331,0.39035,0.03725,0.00006,0.00358,0.00178,0.00541,0.00123,0.98310,0.00050,0.00290,0.00140,0.00004,5,5
488,0.45852,0.46779,0.60044,0.20573,0.00158,0.00168,0.00998,0.01756,0.67862,0.24744,0.00585,0.02208,0.01469,0.00051,4,5
490,0.33436,0.87259,0.09252,0.38523,0.00168,0.98346,0.00023,0.00004,0.00005,0.00442,0.00255,0.00143,0.00260,0.00355,1,1
492,0.17634,0.81355,0.23577,0.59587,0.00285,0.00204,0.00083,0.00080,0.00259,0.00158,0.00033,0.00002,0.98664,0.00232,8,8
495,0.32534,0.58203,0.22673,0.60254,0.00247,0.00177,0.00067,0.00064,0.00214,0.00134,0.00026,0.00001,0.98879,0.00190,8,8
497,0.26767,0.10328,0.98361,0.59910,0.00215,0.00013,0.99121,0.00108,0.00095,0.00114,0.00173,0.00099,0.00057,0.00005,2,2
501,0.06516,0.65639,0.65386,0.17762,0.00024,0.00198,0.00270,0.00246,0.00190,0.00065,0.98811,0.00015,0.00039,0.00142,6,6
505,0.75308,0.29867,0.73178,0.36816,0.00117,0.00007,0.00188,0.00194,0.98345,0.00235,0.00225,0.00357,0.00305,0.00026,4,4
507,0.82386,0.75954,0.02541,0.43717,0.00179,0.00300,0.00007,0.00298,0.00015,0.00005,0.00114,0.00269,0.00197,0.98617,9,9
518,0.49018,0.52548,0.40272,0.05992,0.00015,0.00586,0.00295,0.00707,0.00347,0.95655,0.00058,0.02223,0.00100,0.00013,5,5
522,0.68615,0.21660,0.44142,0.96289,0.98741,0.00141,0.00308,0.00155,0.00076,0.00006,0.00019,0.00139,0.00263,0.00153,0,0
525,0.55463,0.86089,0.39232,0.03596,0.00005,0.00333,0.00176,0.00549,0.00122,0.98345,0.00048,0.00278,0.00138,0.00004,5,5
536,0.17222,0.35270,0.64375,0.19315,0.00040,0.00293,0.00394,0.00352,0.00282,0.00104,0.98237,0.00026,0.00064,0.00209,6,6
537,0.39990,0.25562,0.94644,0.53170,0.00345,0.00042,0.97435,0.00277,0.00250,0.00222,0.01139,0.00160,0.00114,0.00016,2,2
540,0.32445,0.83539,0.09176,0.38452,0.00169,0.98317,0.00023,0.00004,0.00005,0.00443,0.00259,0.00147,0.00263,0.00370,1,1
541,0.62744,0.53029,0.46224,0.33160,0.00155,0.00148,0.00154,0.00127,0.00348,0.00345,0.00012,0.98416,0.00002,0.00293,7,7
543,0.74604,0.61027,0.46496,0.34750,0.00159,0.00132,0.00143,0.00107,0.00312,0.00264,0.00010,0.98585,0.00002,0.00286,7,7
553,0.67466,0.80275,0.38583,0.02085,0.00004,0.00281,0.00136,0.00441,0.00095,0.98670,0.00036,0.00224,0.00110,0.00003,5,5
560,0.71438,0.16177,0.44197,0.96989,0.98846,0.00129,0.00286,0.00142,0.00069,0.00005,0.00017,0.00129,0.00237,0.00140,0,0
578,0.62403,0.67926,0.46863,0.33615,0.00122,0.00110,0.00121,0.00088,0.00276,0.00249,0.00008,0.98803,0.00001,0.00222,7,7
583,0.86744,0.21971,0.73849,0.36918,0.00103,0.00006,0.00165,0.00171,0.98547,0.00204,0.00200,0.00305,0.00278,0.00022,4,4
594,0.54853,0.81492,0.07872,0.37996,0.00130,0.98660,0.00017,0.00003,0.00003,0.00371,0.00208,0.00114,0.00208,0.00288,1,1
609,0.93098,0.75627,0.03022,0.43618,0.00188,0.00320,0.00008,0.00315,0.00016,0.00005,0.00122,0.00284,0.00216,0.98526,9,9
610,0.05384,0.48258,0.64685,0.18507,0.00032,0.00247,0.00328,0.00302,0.00236,0.00084,0.98523,0.00020,0.00052,0.00177,6,6
621,0.65247,0.49975,0.47681,0.34842,0.00188,0.00154,0.00197,0.00132,0.00370,0.00333,0.00013,0.98303,0.00002,0.00307,7,7
631,0.41914,0.95740,0.47845,0.09309,0.00011,0.00336,0.00783,0.00737,0.00184,0.97281,0.00080,0.00372,0.00212,0.00005,5,5
645,0.55558,0.72177,0.07538,0.38180,0.00130,0.98663,0.00016,0.00003,0.00003,0.00364,0.00204,0.00112,0.00212,0.00293,1,1
659,0.44056,0.78288,0.08641,0.38256,0.00149,0.98497,0.00020,0.00003,0.00004,0.00409,0.00232,0.00130,0.00234,0.00323,1,1
663,0.17173,0.45675,0.64518,0.18503,0.00033,0.00242,0.00328,0.00324,0.00245,0.00086,0.98484,0.00021,0.00053,0.00185,6,6
664,0.24821,0.25719,0.41094,0.25123,0.00137,0.00003,0.00109,0.98472,0.00111,0.00524,0.00207,0.00087,0.00076,0.00273,3,3
670,0.21111,0.37097,0.63999,0.19654,0.00044,0.00323,0.00421,0.00372,0.00298,0.00113,0.98102,0.00029,0.00071,0.00227,6,6
675,0.62017,0.39058,0.43255,0.96068,0.98460,0.00156,0.00344,0.00176,0.00093,0.00008,0.00021,0.00119,0.00445,0.00178,0,0
705,0.76104,0.21301,0.73318,0.36759,0.00118,0.00007,0.00194,0.00200,0.98313,0.00238,0.00241,0.00341,0.00322,0.00027,4,4
746,0.22124,0.43776,0.64558,0.19262,0.00042,0.00294,0.00451,0.00404,0.00285,0.00117,0.98099,0.00028,0.00068,0.00213,6,6
749,0.36126,0.52208,0.41351,0.11392,0.00105,0.00194,0.00670,0.27041,0.01208,0.68579,0.00485,0.00839,0.00774,0.00107,5,5
764,0.40123,0.72360,0.08487,0.39932,0.00173,0.98516,0.00020,0.00003,0.00004,0.00373,0.00222,0.00126,0.00241,0.00323,1,1
765,0.58844,0.04872,0.95824,0.59066,0.00311,0.00021,0.98719,0.00159,0.00141,0.00157,0.00256,0.00143,0.00084,0.00008,2,2
769,0.82694,0.22177,0.73810,0.36585,0.00103,0.00006,0.00169,0.00173,0.98515,0.00211,0.00204,0.00325,0.00272,0.00022,4,4
780,0.96336,0.59933,0.03613,0.43585,0.00205,0.00351,0.00009,0.00337,0.00018,0.00006,0.00136,0.00304,0.00236,0.98397,9,9
802,0.65284,0.40673,0.84052,0.45998,0.01570,0.00096,0.26292,0.01623,0.62432,0.01800,0.02318,0.02148,0.01589,0.00132,4,4
807,0.96264,0.26711,0.74597,0.35940,0.00100,0.00006,0.00175,0.00184,0.98492,0.00201,0.00262,0.00296,0.00261,0.00023,4,4
808,0.75446,0.63957,0.47049,0.34741,0.00159,0.00130,0.00154,0.00111,0.00315,0.00268,0.00010,0.98564,0.00002,0.00286,7,7
831,0.38636,0.37303,0.52839,0.33026,0.00784,0.00025,0.01998,0.92132,0.00569,0.01255,0.01645,0.00376,0.00386,0.00829,3,3
833,0.46358,0.29505,0.80564,0.49441,0.01457,0.00230,0.79585,0.00847,0.01290,0.01358,0.00424,0.14559,0.00093,0.00157,2,2
835,0.75653,0.46789,0.65421,0.27956,0.00227,0.00036,0.00639,0.01999,0.90572,0.03761,0.00609,0.00941,0.01148,0.00067,4,4
861,0.02301,0.51910,0.64918,0.18307,0.00029,0.00234,0.00308,0.00279,0.00228,0.00079,0.98611,0.00019,0.00048,0.00165,6,6
871,0.31257,0.91468,0.09781,0.38611,0.00178,0.98267,0.00025,0.00004,0.00005,0.00467,0.00268,0.00150,0.00273,0.00363,1,1
945,0.24838,0.33158,0.41720,0.23571,0.00122,0.00003,0.00116,0.98347,0.00117,0.00707,0.00197,0.00096,0.00073,0.00222,3,3
1013,0.45365,0.85578,0.08477,0.38509,0.00146,0.98561,0.00019,0.00003,0.00004,0.00393,0.00222,0.00121,0.00228,0.00304,1,1
1064,0.85394,0.62189,0.03709,0.43050,0.00210,0.00323,0.00009,0.00402,0.00019,0.00006,0.00139,0.00307,0.00232,0.98354,9,9
1119,0.71031,0.50078,0.46961,0.34643,0.00176,0.00145,0.00164,0.00124,0.00364,0.00310,0.00012,0.98405,0.00002,0.00299,7,7
1132,0.33546,0.09315,0.97676,0.59543,0.00240,0.00015,0.99012,0.00122,0.00108,0.00125,0.00197,0.00110,0.00064,0.00006,2,2
1144,0.42994,0.83161,0.08859,0.38368,0.00153,0.98475,0.00020,0.00003,0.00004,0.00414,0.00237,0.00130,0.00239,0.00324,1,1
1190,0.38935,0.78436,0.08585,0.38390,0.00152,0.98474,0.00020,0.00003,0.00004,0.00407,0.00236,0.00131,0.00239,0.00334,1,1
1208,0.19484,0.14738,0.39713,0.24182,0.00103,0.00002,0.00077,0.98789,0.00079,0.00375,0.00171,0.00068,0.00057,0.00279,3,3
1254,0.47661,0.05602,0.96134,0.59552,0.00295,0.00020,0.98809,0.00147,0.00131,0.00147,0.00232,0.00134,0.00079,0.00007,2,2
1276,0.59259,0.81629,0.40204,0.03756,0.00005,0.00297,0.00200,0.00583,0.00110,0.98367,0.00048,0.00249,0.00138,0.00004,5,5
1282,0.79546,0.58918,0.05111,0.47419,0.00418,0.00447,0.00013,0.00419,0.00025,0.00007,0.00150,0.00388,0.00312,0.97822,9,9
1300,0.95996,0.45950,0.74893,0.36352,0.00078,0.00004,0.00126,0.00142,0.98856,0.00164,0.00154,0.00250,0.00211,0.00015,4,4
1316,0.70282,0.82254,0.38988,0.02109,0.00003,0.00260,0.00134,0.00407,0.00092,0.98752,0.00033,0.00209,0.00108,0.00002,5,5
1323,0.64892,0.07980,0.44406,0.97231,0.98859,0.00128,0.00297,0.00135,0.00065,0.00005,0.00016,0.00134,0.00223,0.00137,0,0
1336,0.94969,0.28982,0.74227,0.36727,0.00097,0.00005,0.00158,0.00164,0.98611,0.00192,0.00201,0.00287,0.00263,0.00021,4,4
1356,0.53390,0.07112,0.95654,0.59156,0.00313,0.00021,0.98719,0.00160,0.00141,0.00159,0.00250,0.00144,0.00085,0.00008,2,2
1401,0.85982,0.25308,0.73886,0.36667,0.00102,0.00006,0.00166,0.00171,0.98540,0.00206,0.00203,0.00313,0.00272,0.00022,4,4
1438,0.60980,0.98988,0.41139,0.04099,0.00005,0.00323,0.00219,0.00400,0.00098,0.98547,0.00042,0.00233,0.00130,0.00003,5,5
1495,0.52245,0.30417,0.49037,0.96579,0.98438,0.00132,0.00605,0.00169,0.00083,0.00007,0.00023,0.00151,0.00267,0.00126,0,2
1582,0.95646,0.70430,0.03117,0.43625,0.00192,0.00329,0.00008,0.00320,0.00017,0.00005,0.00127,0.00284,0.00225,0.98492,9,9
1876,0.38092,0.04847,0.96777,0.59239,0.00269,0.00018,0.98891,0.00137,0.00121,0.00141,0.00219,0.00126,0.00072,0.00007,2,2
1880,0.29132,0.88433,0.09948,0.38603,0.00182,0.98242,0.00025,0.00004,0.00005,0.00469,0.00271,0.00157,0.00271,0.00373,1,1
2107,0.35362,0.23249,0.42041,0.25667,0.00165,0.00004,0.00134,0.98223,0.00133,0.00555,0.00266,0.00106,0.00086,0.00328,3,3
2404,0.80942,0.16278,0.44263,0.97646,0.98965,0.00112,0.00257,0.00132,0.00061,0.00005,0.00015,0.00116,0.00211,0.00127,0,0
2414,0.70219,0.95438,0.39200,0.00935,0.00003,0.00244,0.00119,0.00393,0.00108,0.98785,0.00034,0.00207,0.00104,0.00002,5,5
2970,0.78297,0.90652,0.39156,0.01533,0.00003,0.00260,0.00124,0.00328,0.00084,0.98862,0.00028,0.00219,0.00089,0.00002,5,5
3261,0.71794,0.09600,0.44557,0.97394,0.98889,0.00122,0.00283,0.00136,0.00066,0.00005,0.00016,0.00128,0.00222,0.00133,0,0
3264,0.46553,0.95310,0.37553,0.12665,0.00026,0.00947,0.00435,0.00850,0.00311,0.96127,0.00116,0.00381,0.00790,0.00017,5,5
3319,0.37522,0.15389,0.96021,0.61649,0.00373,0.00020,0.98793,0.00137,0.00119,0.00124,0.00221,0.00132,0.00073,0.00007,2,2
3559,0.90132,0.23909,0.74122,0.36742,0.00099,0.00006,0.00162,0.00166,0.98579,0.00199,0.00201,0.00300,0.00267,0.00021,4,4
9053,0.80160,0.86859,0.39102,0.01219,0.00003,0.00228,0.00121,0.00346,0.00072,0.98933,0.00027,0.00180,0.00088,0.00002,5,5
9234,0.34745,0.04354,0.97334,0.59563,0.00266,0.00017,0.98922,0.00133,0.00118,0.00129,0.00222,0.00118,0.00069,0.00006,2,2
